sensor_id,timestamp,temperature,temperature_f,humidity
1,2025-04-07 00:01:53,22.06,71.7,84.81
1,2025-04-07 00:01:54,22.06,71.7,79.5
1,2025-04-07 00:01:55,22.06,71.71,80.49
1,2025-04-07 00:01:56,22.06,71.71,79.81
1,2025-04-07 00:01:57,22.06,71.71,77.54
1,2025-04-07 00:01:58,22.06,71.71,82.17
1,2025-04-07 00:01:59,22.06,71.71,81.38
1,2025-04-07 00:02:00,22.06,71.71,81.46
1,2025-04-07 00:02:01,22.06,71.71,78.06
1,2025-04-07 00:02:02,22.06,71.71,82.68
1,2025-04-07 00:02:03,22.06,71.71,77.07
1,2025-04-07 00:02:04,22.06,71.71,81.05
1,2025-04-07 00:02:05,22.06,71.71,84.25
1,2025-04-07 00:02:06,22.06,71.72,77.89
1,2025-04-07 00:02:07,22.06,71.72,78.74
1,2025-04-07 00:02:08,22.07,71.72,80.07
1,2025-04-07 00:02:09,22.07,71.72,78.86
1,2025-04-07 00:02:10,22.07,71.72,76.77
1,2025-04-07 00:02:11,22.07,71.72,80.0
1,2025-04-07 00:02:12,22.07,71.72,77.74
1,2025-04-07 00:02:13,22.07,71.72,80.81
1,2025-04-07 00:02:14,22.07,71.72,78.02
1,2025-04-07 00:02:15,22.07,71.72,82.96
1,2025-04-07 00:02:16,22.07,71.72,78.3
1,2025-04-07 00:02:17,22.07,71.73,79.22
1,2025-04-07 00:02:18,22.07,71.73,81.49
1,2025-04-07 00:02:19,22.07,71.73,77.4
1,2025-04-07 00:02:20,22.07,71.73,80.31
1,2025-04-07 00:02:21,22.07,71.73,82.47
1,2025-04-07 00:02:22,22.07,71.73,76.64
1,2025-04-07 00:02:23,22.07,71.73,80.22
1,2025-04-07 00:02:24,22.07,71.73,80.37
1,2025-04-07 00:02:25,22.07,71.73,81.42
1,2025-04-07 00:02:26,22.07,71.73,77.38
1,2025-04-07 00:02:27,22.07,71.73,77.21
1,2025-04-07 00:02:28,22.08,71.74,80.89
1,2025-04-07 00:02:29,22.08,71.74,80.44
1,2025-04-07 00:02:30,22.08,71.74,80.35
1,2025-04-07 00:02:31,22.08,71.74,80.54
1,2025-04-07 00:02:32,22.08,71.74,78.49
1,2025-04-07 00:02:33,22.08,71.74,80.31
1,2025-04-07 00:02:34,22.08,71.74,80.43
1,2025-04-07 00:02:35,22.08,71.74,78.41
1,2025-04-07 00:02:36,22.08,71.74,83.57
1,2025-04-07 00:02:37,22.08,71.74,80.79
1,2025-04-07 00:02:38,22.08,71.74,77.46
1,2025-04-07 00:02:39,22.08,71.75,81.15
1,2025-04-07 00:02:40,22.08,71.75,77.89
1,2025-04-07 00:02:41,22.08,71.75,81.41
1,2025-04-07 00:02:42,22.08,71.75,82.15
1,2025-04-07 00:02:43,22.08,71.75,78.19
1,2025-04-07 00:02:44,22.08,71.75,81.76
1,2025-04-07 00:02:45,22.08,71.75,80.66
1,2025-04-07 00:02:46,22.08,71.75,81.48
1,2025-04-07 00:02:47,22.09,71.75,83.62
1,2025-04-07 00:02:48,22.09,71.75,79.34
1,2025-04-07 00:02:49,22.09,71.75,78.32
1,2025-04-07 00:02:50,22.09,71.76,78.05
1,2025-04-07 00:02:51,22.09,71.76,78.19
1,2025-04-07 00:02:52,22.09,71.76,79.67
1,2025-04-07 00:02:53,22.09,71.76,80.51
1,2025-04-07 00:02:54,22.09,71.76,80.38
1,2025-04-07 00:02:55,22.09,71.76,81.48
1,2025-04-07 00:02:56,22.09,71.76,79.85
1,2025-04-07 00:02:57,22.09,71.76,82.73
1,2025-04-07 00:02:58,22.09,71.76,79.29
1,2025-04-07 00:02:59,22.09,71.76,85.26
1,2025-04-07 00:03:00,22.09,71.76,81.07
1,2025-04-07 00:03:01,22.09,71.77,78.1
1,2025-04-07 00:03:02,22.09,71.77,77.67
1,2025-04-07 00:03:03,22.09,71.77,80.78
1,2025-04-07 00:03:04,22.09,71.77,79.37
1,2025-04-07 00:03:05,22.09,71.77,81.24
1,2025-04-07 00:03:06,22.09,71.77,80.76
1,2025-04-07 00:03:07,22.1,71.77,79.66
1,2025-04-07 00:03:08,22.1,71.77,78.12
1,2025-04-07 00:03:09,22.1,71.77,76.78
1,2025-04-07 00:03:10,22.1,71.77,78.91
1,2025-04-07 00:03:11,22.1,71.78,81.52
1,2025-04-07 00:03:12,22.1,71.78,80.23
1,2025-04-07 00:03:13,22.1,71.78,77.31
1,2025-04-07 00:03:14,22.1,71.78,80.15
1,2025-04-07 00:03:15,22.1,71.78,80.57
1,2025-04-07 00:03:16,22.1,71.78,78.03
1,2025-04-07 00:03:17,22.1,71.78,80.11
1,2025-04-07 00:03:18,22.1,71.78,79.91
1,2025-04-07 00:03:19,22.1,71.78,77.51
1,2025-04-07 00:03:20,22.1,71.78,80.51
1,2025-04-07 00:03:21,22.1,71.78,80.92
1,2025-04-07 00:03:22,22.1,71.79,81.96
1,2025-04-07 00:03:23,22.1,71.79,81.9
1,2025-04-07 00:03:24,22.1,71.79,77.04
1,2025-04-07 00:03:25,22.1,71.79,77.92
1,2025-04-07 00:03:26,22.1,71.79,80.82
1,2025-04-07 00:03:27,22.11,71.79,80.82
1,2025-04-07 00:03:28,22.11,71.79,80.82
1,2025-04-07 00:03:29,22.11,71.79,87.49
1,2025-04-07 00:03:30,22.11,71.79,80.93
1,2025-04-07 00:03:31,22.11,71.79,82.06
1,2025-04-07 00:03:32,22.11,71.79,81.69
1,2025-04-07 00:03:33,22.11,71.8,81.09
1,2025-04-07 00:03:34,22.11,71.8,79.15
1,2025-04-07 00:03:35,22.11,71.8,81.3
1,2025-04-07 00:03:36,22.11,71.8,78.23
1,2025-04-07 00:03:37,22.11,71.8,79.31
1,2025-04-07 00:03:38,22.11,71.8,78.81
1,2025-04-07 00:03:39,22.11,71.8,79.94
1,2025-04-07 00:03:40,22.11,71.8,84.41
1,2025-04-07 00:03:41,22.11,71.8,76.04
1,2025-04-07 00:03:42,22.11,71.8,81.15
1,2025-04-07 00:03:43,22.11,71.8,76.55
1,2025-04-07 00:03:44,22.11,71.81,78.83
1,2025-04-07 00:03:45,22.11,71.81,81.95
1,2025-04-07 00:03:46,22.12,71.81,79.9
1,2025-04-07 00:03:47,22.12,71.81,77.61
1,2025-04-07 00:03:48,22.12,71.81,78.34
1,2025-04-07 00:03:49,22.12,71.81,81.13
1,2025-04-07 00:03:50,22.12,71.81,78.31
1,2025-04-07 00:03:51,22.12,71.81,80.2
1,2025-04-07 00:03:52,22.12,71.81,79.85
1,2025-04-07 00:03:53,22.12,71.81,78.46
1,2025-04-07 00:03:54,22.12,71.81,84.05
1,2025-04-07 00:03:55,22.12,71.82,81.03
1,2025-04-07 00:03:56,22.12,71.82,75.71
1,2025-04-07 00:03:57,22.12,71.82,80.13
1,2025-04-07 00:03:58,22.12,71.82,78.43
1,2025-04-07 00:03:59,22.12,71.82,81.46
1,2025-04-07 00:04:00,22.12,71.82,78.17
1,2025-04-07 00:04:01,22.12,71.82,79.53
1,2025-04-07 00:04:02,22.12,71.82,80.76
1,2025-04-07 00:04:03,22.12,71.82,81.48
1,2025-04-07 00:04:04,22.12,71.82,77.35
1,2025-04-07 00:04:05,22.12,71.82,79.08
1,2025-04-07 00:04:06,22.13,71.83,78.8
1,2025-04-07 00:04:07,22.13,71.83,78.44
1,2025-04-07 00:04:08,22.13,71.83,83.28
1,2025-04-07 00:04:09,22.13,71.83,80.56
1,2025-04-07 00:04:10,22.13,71.83,77.22
1,2025-04-07 00:04:11,22.13,71.83,81.58
1,2025-04-07 00:04:12,22.13,71.83,83.99
1,2025-04-07 00:04:13,22.13,71.83,81.81
1,2025-04-07 00:04:14,22.13,71.83,76.7
1,2025-04-07 00:04:15,22.13,71.83,78.77
1,2025-04-07 00:04:16,22.13,71.83,82.27
1,2025-04-07 00:04:17,22.13,71.84,78.32
1,2025-04-07 00:04:18,22.13,71.84,80.62
1,2025-04-07 00:04:19,22.13,71.84,81.29
1,2025-04-07 00:04:20,22.13,71.84,77.88
1,2025-04-07 00:04:21,22.13,71.84,79.62
1,2025-04-07 00:04:22,22.13,71.84,73.25
1,2025-04-07 00:04:23,22.13,71.84,77.68
1,2025-04-07 00:04:24,22.13,71.84,79.23
1,2025-04-07 00:04:25,22.13,71.84,77.23
1,2025-04-07 00:04:26,22.14,71.84,82.99
1,2025-04-07 00:04:27,22.14,71.84,76.87
1,2025-04-07 00:04:28,22.14,71.85,78.85
1,2025-04-07 00:04:29,22.14,71.85,79.99
1,2025-04-07 00:04:30,22.14,71.85,82.61
1,2025-04-07 00:04:31,22.14,71.85,76.85
1,2025-04-07 00:04:32,22.14,71.85,82.05
1,2025-04-07 00:04:33,22.14,71.85,79.74
1,2025-04-07 00:04:34,22.14,71.85,77.76
1,2025-04-07 00:04:35,22.14,71.85,80.64
1,2025-04-07 00:04:36,22.14,71.85,80.12
1,2025-04-07 00:04:37,22.14,71.85,78.52
1,2025-04-07 00:04:38,22.14,71.85,79.86
1,2025-04-07 00:04:39,22.14,71.86,78.95
1,2025-04-07 00:04:40,22.14,71.86,79.94
1,2025-04-07 00:04:41,22.14,71.86,81.04
1,2025-04-07 00:04:42,22.14,71.86,82.88
1,2025-04-07 00:04:43,22.14,71.86,77.24
1,2025-04-07 00:04:44,22.14,71.86,83.98
1,2025-04-07 00:04:45,22.15,71.86,75.81
1,2025-04-07 00:04:46,22.15,71.86,79.41
1,2025-04-07 00:04:47,22.15,71.86,80.88
1,2025-04-07 00:04:48,22.15,71.86,80.27
1,2025-04-07 00:04:49,22.15,71.86,78.46
1,2025-04-07 00:04:50,22.15,71.87,79.29
1,2025-04-07 00:04:51,22.15,71.87,78.72
1,2025-04-07 00:04:52,22.15,71.87,78.52
1,2025-04-07 00:04:53,22.15,71.87,81.4
1,2025-04-07 00:04:54,22.15,71.87,80.41
1,2025-04-07 00:04:55,22.15,71.87,78.31
1,2025-04-07 00:04:56,22.15,71.87,81.5
1,2025-04-07 00:04:57,22.15,71.87,80.31
1,2025-04-07 00:04:58,22.15,71.87,81.32
1,2025-04-07 00:04:59,22.15,71.87,80.95
1,2025-04-07 00:05:00,22.15,71.87,78.04
1,2025-04-07 00:05:01,22.15,71.88,78.57
1,2025-04-07 00:05:02,22.15,71.88,81.19
1,2025-04-07 00:05:03,22.15,71.88,80.91
1,2025-04-07 00:05:04,22.15,71.88,79.65
1,2025-04-07 00:05:05,22.16,71.88,79.92
1,2025-04-07 00:05:06,22.16,71.88,82.24
1,2025-04-07 00:05:07,22.16,71.88,78.5
1,2025-04-07 00:05:08,22.16,71.88,80.78
1,2025-04-07 00:05:09,22.16,71.88,79.28
1,2025-04-07 00:05:10,22.16,71.88,79.25
1,2025-04-07 00:05:11,22.16,71.88,81.88
1,2025-04-07 00:05:12,22.16,71.89,81.33
1,2025-04-07 00:05:13,22.16,71.89,81.31
1,2025-04-07 00:05:14,22.16,71.89,82.29
1,2025-04-07 00:05:15,22.16,71.89,79.72
1,2025-04-07 00:05:16,22.16,71.89,81.04
1,2025-04-07 00:05:17,22.16,71.89,79.06
1,2025-04-07 00:05:18,22.16,71.89,80.32
1,2025-04-07 00:05:19,22.16,71.89,79.41
1,2025-04-07 00:05:20,22.16,71.89,79.87
1,2025-04-07 00:05:21,22.16,71.89,80.86
1,2025-04-07 00:05:22,22.16,71.9,78.04
1,2025-04-07 00:05:23,22.16,71.9,83.86
1,2025-04-07 00:05:24,22.16,71.9,77.66
1,2025-04-07 00:05:25,22.17,71.9,77.24
1,2025-04-07 00:05:26,22.17,71.9,81.98
1,2025-04-07 00:05:27,22.17,71.9,81.25
1,2025-04-07 00:05:28,22.17,71.9,80.91
1,2025-04-07 00:05:29,22.17,71.9,80.92
1,2025-04-07 00:05:30,22.17,71.9,79.64
1,2025-04-07 00:05:31,22.17,71.9,77.87
1,2025-04-07 00:05:32,22.17,71.9,79.81
1,2025-04-07 00:05:33,22.17,71.91,78.31
1,2025-04-07 00:05:34,22.17,71.91,81.61
1,2025-04-07 00:05:35,22.17,71.91,79.36
1,2025-04-07 00:05:36,22.17,71.91,78.01
1,2025-04-07 00:05:37,22.17,71.91,79.01
1,2025-04-07 00:05:38,22.17,71.91,80.48
1,2025-04-07 00:05:39,22.17,71.91,78.53
1,2025-04-07 00:05:40,22.17,71.91,78.01
1,2025-04-07 00:05:41,22.17,71.91,80.14
1,2025-04-07 00:05:42,22.17,71.91,80.14
1,2025-04-07 00:05:43,22.17,71.91,78.64
1,2025-04-07 00:05:44,22.18,71.92,78.71
1,2025-04-07 00:05:45,22.18,71.92,80.11
1,2025-04-07 00:05:46,22.18,71.92,76.75
1,2025-04-07 00:05:47,22.18,71.92,76.83
1,2025-04-07 00:05:48,22.18,71.92,78.21
1,2025-04-07 00:05:49,22.18,71.92,79.22
1,2025-04-07 00:05:50,22.18,71.92,80.27
1,2025-04-07 00:05:51,22.18,71.92,82.59
1,2025-04-07 00:05:52,22.18,71.92,81.36
1,2025-04-07 00:05:53,22.18,71.92,79.32
1,2025-04-07 00:05:54,22.18,71.92,79.6
1,2025-04-07 00:05:55,22.18,71.93,77.63
1,2025-04-07 00:05:56,22.18,71.93,79.6
1,2025-04-07 00:05:57,22.18,71.93,79.06
1,2025-04-07 00:05:58,22.18,71.93,80.28
1,2025-04-07 00:05:59,22.18,71.93,77.98
1,2025-04-07 00:06:00,22.18,71.93,80.67
1,2025-04-07 00:06:01,22.18,71.93,82.7
1,2025-04-07 00:06:02,22.18,71.93,79.41
1,2025-04-07 00:06:03,22.18,71.93,80.43
1,2025-04-07 00:06:04,22.19,71.93,81.01
1,2025-04-07 00:06:05,22.19,71.93,78.83
1,2025-04-07 00:06:06,22.19,71.94,80.08
1,2025-04-07 00:06:07,22.19,71.94,79.65
1,2025-04-07 00:06:08,22.19,71.94,79.82
1,2025-04-07 00:06:09,22.19,71.94,78.08
1,2025-04-07 00:06:10,22.19,71.94,79.67
1,2025-04-07 00:06:11,22.19,71.94,80.62
1,2025-04-07 00:06:12,22.19,71.94,82.52
1,2025-04-07 00:06:13,22.19,71.94,81.54
1,2025-04-07 00:06:14,22.19,71.94,83.93
1,2025-04-07 00:06:15,22.19,71.94,78.08
1,2025-04-07 00:06:16,22.19,71.94,81.36
1,2025-04-07 00:06:17,22.19,71.95,79.98
1,2025-04-07 00:06:18,22.19,71.95,83.99
1,2025-04-07 00:06:19,22.19,71.95,78.0
1,2025-04-07 00:06:20,22.19,71.95,77.93
1,2025-04-07 00:06:21,22.19,71.95,78.41
1,2025-04-07 00:06:22,22.19,71.95,75.36
1,2025-04-07 00:06:23,22.19,71.95,78.56
1,2025-04-07 00:06:24,22.2,71.95,78.09
1,2025-04-07 00:06:25,22.2,71.95,79.91
1,2025-04-07 00:06:26,22.2,71.95,80.29
1,2025-04-07 00:06:27,22.2,71.95,83.36
1,2025-04-07 00:06:28,22.2,71.96,81.51
1,2025-04-07 00:06:29,22.2,71.96,78.45
1,2025-04-07 00:06:30,22.2,71.96,77.81
1,2025-04-07 00:06:31,22.2,71.96,80.59
1,2025-04-07 00:06:32,22.2,71.96,76.96
1,2025-04-07 00:06:33,22.2,71.96,83.26
1,2025-04-07 00:06:34,22.2,71.96,81.96
1,2025-04-07 00:06:35,22.2,71.96,78.66
1,2025-04-07 00:06:36,22.2,71.96,76.17
1,2025-04-07 00:06:37,22.2,71.96,82.3
1,2025-04-07 00:06:38,22.2,71.96,79.37
1,2025-04-07 00:06:39,22.2,71.97,82.07
1,2025-04-07 00:06:40,22.2,71.97,76.4
1,2025-04-07 00:06:41,22.2,71.97,78.39
1,2025-04-07 00:06:42,22.2,71.97,79.6
1,2025-04-07 00:06:43,22.21,71.97,79.68
1,2025-04-07 00:06:44,22.21,71.97,78.69
1,2025-04-07 00:06:45,22.21,71.97,80.83
1,2025-04-07 00:06:46,22.21,71.97,77.45
1,2025-04-07 00:06:47,22.21,71.97,79.3
1,2025-04-07 00:06:48,22.21,71.97,79.83
1,2025-04-07 00:06:49,22.21,71.97,80.61
1,2025-04-07 00:06:50,22.21,71.98,81.01
1,2025-04-07 00:06:51,22.21,71.98,77.33
1,2025-04-07 00:06:52,22.21,71.98,76.51
1,2025-04-07 00:06:53,22.21,71.98,82.13
1,2025-04-07 00:06:54,22.21,71.98,80.24
1,2025-04-07 00:06:55,22.21,71.98,78.08
1,2025-04-07 00:06:56,22.21,71.98,82.68
1,2025-04-07 00:06:57,22.21,71.98,79.81
1,2025-04-07 00:06:58,22.21,71.98,81.93
1,2025-04-07 00:06:59,22.21,71.98,79.71
1,2025-04-07 00:07:00,22.21,71.98,83.69
1,2025-04-07 00:07:01,22.21,71.99,83.08
1,2025-04-07 00:07:02,22.21,71.99,79.07
1,2025-04-07 00:07:03,22.22,71.99,81.51
1,2025-04-07 00:07:04,22.22,71.99,80.86
1,2025-04-07 00:07:05,22.22,71.99,82.3
1,2025-04-07 00:07:06,22.22,71.99,77.64
1,2025-04-07 00:07:07,22.22,71.99,80.94
1,2025-04-07 00:07:08,22.22,71.99,81.68
1,2025-04-07 00:07:09,22.22,71.99,76.05
1,2025-04-07 00:07:10,22.22,71.99,77.2
1,2025-04-07 00:07:11,22.22,71.99,75.48
1,2025-04-07 00:07:12,22.22,72.0,79.02
1,2025-04-07 00:07:13,22.22,72.0,80.99
1,2025-04-07 00:07:14,22.22,72.0,82.56
1,2025-04-07 00:07:15,22.22,72.0,79.71
1,2025-04-07 00:07:16,22.22,72.0,82.81
1,2025-04-07 00:07:17,22.22,72.0,76.79
1,2025-04-07 00:07:18,22.22,72.0,76.15
1,2025-04-07 00:07:19,22.22,72.0,79.44
1,2025-04-07 00:07:20,22.22,72.0,80.32
1,2025-04-07 00:07:21,22.22,72.0,79.49
1,2025-04-07 00:07:22,22.22,72.0,75.42
1,2025-04-07 00:07:23,22.23,72.01,79.37
1,2025-04-07 00:07:24,22.23,72.01,76.94
1,2025-04-07 00:07:25,22.23,72.01,80.89
1,2025-04-07 00:07:26,22.23,72.01,80.28
1,2025-04-07 00:07:27,22.23,72.01,77.67
1,2025-04-07 00:07:28,22.23,72.01,78.52
1,2025-04-07 00:07:29,22.23,72.01,77.42
1,2025-04-07 00:07:30,22.23,72.01,79.42
1,2025-04-07 00:07:31,22.23,72.01,81.45
1,2025-04-07 00:07:32,22.23,72.01,77.57
1,2025-04-07 00:07:33,22.23,72.02,80.55
1,2025-04-07 00:07:34,22.23,72.02,78.48
1,2025-04-07 00:07:35,22.23,72.02,77.95
1,2025-04-07 00:07:36,22.23,72.02,79.32
1,2025-04-07 00:07:37,22.23,72.02,77.46
1,2025-04-07 00:07:38,22.23,72.02,78.43
1,2025-04-07 00:07:39,22.23,72.02,77.14
1,2025-04-07 00:07:40,22.23,72.02,83.46
1,2025-04-07 00:07:41,22.23,72.02,79.6
1,2025-04-07 00:07:42,22.24,72.02,78.13
1,2025-04-07 00:07:43,22.24,72.02,79.96
1,2025-04-07 00:07:44,22.24,72.03,79.3
1,2025-04-07 00:07:45,22.24,72.03,79.08
1,2025-04-07 00:07:46,22.24,72.03,80.75
1,2025-04-07 00:07:47,22.24,72.03,81.04
1,2025-04-07 00:07:48,22.24,72.03,78.46
1,2025-04-07 00:07:49,22.24,72.03,78.37
1,2025-04-07 00:07:50,22.24,72.03,78.97
1,2025-04-07 00:07:51,22.24,72.03,74.92
1,2025-04-07 00:07:52,22.24,72.03,76.49
1,2025-04-07 00:07:53,22.24,72.03,82.25
1,2025-04-07 00:07:54,22.24,72.03,82.81
1,2025-04-07 00:07:55,22.24,72.04,79.02
1,2025-04-07 00:07:56,22.24,72.04,80.67
1,2025-04-07 00:07:57,22.24,72.04,80.14
1,2025-04-07 00:07:58,22.24,72.04,85.67
1,2025-04-07 00:07:59,22.24,72.04,81.75
1,2025-04-07 00:08:00,22.24,72.04,79.26
1,2025-04-07 00:08:01,22.24,72.04,77.6
1,2025-04-07 00:08:02,22.25,72.04,76.3
1,2025-04-07 00:08:03,22.25,72.04,79.92
1,2025-04-07 00:08:04,22.25,72.04,77.99
1,2025-04-07 00:08:05,22.25,72.04,76.66
1,2025-04-07 00:08:06,22.25,72.05,78.21
1,2025-04-07 00:08:07,22.25,72.05,77.34
1,2025-04-07 00:08:08,22.25,72.05,82.88
1,2025-04-07 00:08:09,22.25,72.05,81.27
1,2025-04-07 00:08:10,22.25,72.05,79.49
1,2025-04-07 00:08:11,22.25,72.05,82.46
1,2025-04-07 00:08:12,22.25,72.05,79.65
1,2025-04-07 00:08:13,22.25,72.05,77.78
1,2025-04-07 00:08:14,22.25,72.05,82.54
1,2025-04-07 00:08:15,22.25,72.05,80.57
1,2025-04-07 00:08:16,22.25,72.05,77.42
1,2025-04-07 00:08:17,22.25,72.06,79.11
1,2025-04-07 00:08:18,22.25,72.06,77.74
1,2025-04-07 00:08:19,22.25,72.06,76.73
1,2025-04-07 00:08:20,22.25,72.06,81.34
1,2025-04-07 00:08:21,22.25,72.06,83.31
1,2025-04-07 00:08:22,22.26,72.06,76.69
1,2025-04-07 00:08:23,22.26,72.06,80.61
1,2025-04-07 00:08:24,22.26,72.06,78.19
1,2025-04-07 00:08:25,22.26,72.06,78.51
1,2025-04-07 00:08:26,22.26,72.06,78.3
1,2025-04-07 00:08:27,22.26,72.06,77.76
1,2025-04-07 00:08:28,22.26,72.07,79.58
1,2025-04-07 00:08:29,22.26,72.07,77.82
1,2025-04-07 00:08:30,22.26,72.07,80.02
1,2025-04-07 00:08:31,22.26,72.07,79.38
1,2025-04-07 00:08:32,22.26,72.07,79.0
1,2025-04-07 00:08:33,22.26,72.07,77.66
1,2025-04-07 00:08:34,22.26,72.07,78.32
1,2025-04-07 00:08:35,22.26,72.07,80.99
